Web Series,Positive,Negative,Neutral,Analysis,Status,EncodedStatus,numVotes,averageRating,rotten_Tomatoes
"Money, Explained",40,33,27,Go and Watch,Positive,1,22544,7.8,7
Deadly Switch,37,23,40,You Decide,Neutral,2,5056,6.8,5.4
Mine,30,13,57,You Decide,Neutral,2,3932,8.4,9.6
Nayattu,27,15,57,You Decide,Neutral,2,1306,7.5,6.5
Sleepless,43,20,37,Go and Watch,Positive,1,1181,7.6,6.9
Super Me,67,10,23,Go and Watch,Positive,1,3270,6.8,3.8
Have You Ever Seen Fireflies? - Theatre Play,20,15,15,Go and Watch,Positive,1,1345,4.4,5.3
In Our Mothers' Gardens,7,15,17,Go and Watch,Positive,1,2612,7.1,6.5
Jupiter's Legacy,53,10,37,Go and Watch,Positive,1,2678,6.4,6.3
Milestone,53,13,33,Go and Watch,Positive,1,3078,7.1,7.4
Monster,17,27,57,You Decide,Neutral,2,18580,8.5,8.9
Sab Jholmaal Hai,20,15,15,Go and Watch,Positive,1,1477,7.6,9
The Circle - The Afterparty,3,15,15,Go and Watch,Positive,1,1250,7.5,8.7
Time to Dance,70,23,7,Go and Watch,Positive,1,1363,6.5,6
Unrest,37,33,30,Go and Watch,Positive,1,6499,8.1,6.8
And Tomorrow the Entire World,57,33,10,Go and Watch,Positive,1,2246,8.5,6.7
Dead Man Down,20,70,10,Do not Watch,Negative,0,1052,6.5,7.2
Framing John DeLorean,20,15,15,Go and Watch,Positive,1,20381,7.1,8.3
Lava Ka Dhaava,20,15,15,Go and Watch,Positive,1,7917,7.8,7.7
The Sons of Sam: A Descent into Darkness,20,27,15,Do not Watch,Negative,0,2460,8.3,7.4
Selena: The Series,53,20,27,Go and Watch,Positive,1,10817,8.4,6.8
StartUp,37,10,53,You Decide,Neutral,2,1770,7.5,6.6
The Clovehitch Killer,17,80,3,Do not Watch,Negative,0,1902,8,6.4
Trash Truck,27,20,53,You Decide,Neutral,2,30632,7.9,8
Aliens Stole My Body,20,15,15,Go and Watch,Positive,1,13682,7.2,6.8
Angelina Ballerina,30,17,53,You Decide,Neutral,2,3691,6.7,8.1
Au coeur des gangs,20,15,15,Go and Watch,Positive,1,1630,8.5,8
Barney and Friends,73,7,20,Go and Watch,Positive,1,1584,8.9,7.5
Best of the Best,93,3,3,Go and Watch,Positive,1,10408,6.8,8.3
Dead Again in Tombstone,20,15,15,Go and Watch,Positive,1,4240,4.1,8.6
Due Date,63,23,13,Go and Watch,Positive,1,2638,9.1,5.3
Fun with Dick & Jane,27,20,53,You Decide,Neutral,2,1798,9,7.2
Green Zone,27,37,37,Do not Watch,Negative,0,2840,7.5,5
Hachi: A Dog's Tale,23,27,50,You Decide,Neutral,2,19979,7.4,5.6
JT LeRoy,40,3,3,Go and Watch,Positive,1,2161,8.7,7.1
Madagascar 3: Europe's Most Wanted,10,15,37,You Decide,Neutral,2,1281,7.2,6.2
Miniforce: Super Dino Power,3,15,15,Go and Watch,Positive,1,1012,7,7.4
Motu Patlu in Dragon's World,20,15,15,Go and Watch,Positive,1,1403,8.5,6.9
Motu Patlu in the Game of Zones,20,15,15,Go and Watch,Positive,1,3745,6.8,5.9
Motu Patlu in Wonderland,13,15,15,Go and Watch,Positive,1,2229,8.1,8.5
Motu Patlu: Deep Sea Adventure,20,15,15,Go and Watch,Positive,1,1072,8.3,5.7
Motu Patlu: Mission Moon,20,15,15,Go and Watch,Positive,1,15554,7.4,6.7
Mystic River,7,7,87,You Decide,Neutral,2,1209,6.2,7.1
Never Back Down,27,47,27,Do not Watch,Negative,0,1328,7.1,7.4
S.M.A.R.T Chase,7,15,10,Go and Watch,Positive,1,3886,7.8,6.5
Sitting in Limbo,47,27,27,Go and Watch,Positive,1,4027,8,6.8
Stargate,40,10,50,You Decide,Neutral,2,9549,6.6,5.5
State of Play,50,33,17,Go and Watch,Positive,1,23701,6.8,6.7
Swiped,37,33,30,Go and Watch,Positive,1,1403,8.1,5.8
The Darkest Hour,23,63,13,Do not Watch,Negative,0,1659,7.8,6.1
The Lovely Bones,70,13,17,Go and Watch,Positive,1,1102,6.7,5.3
The Sweetest Thing,53,13,33,Go and Watch,Positive,1,299836,9.2,7
The Whole Nine Yards,53,27,20,Go and Watch,Positive,1,18377,7.1,7.4
The Whole Truth,60,33,7,You Decide,Neutral,2,1056,7.9,7.4
The Yeti Adventures,7,15,15,Go and Watch,Positive,1,6952,3.7,8.5
Under Siege,37,37,27,Go and Watch,Positive,1,1881,8.6,7.1
Zack and Miri Make a Porno,23,10,67,You Decide,Neutral,2,1106,7.2,8.4
Pet Stars,43,13,43,Go and Watch,Positive,1,2150,4.7,7.8
Seven,30,3,67,You Decide,Neutral,2,1040,6.5,6.4
The Disciple,33,27,40,You Decide,Neutral,2,1128,6,7.7
The Innocent,43,50,7,You Decide,Neutral,2,2059,7.6,6.4
The Mitchells vs. The Machines,20,20,60,You Decide,Neutral,2,1122,6.2,5.8
The Strangers: Prey at Night,30,23,47,You Decide,Neutral,2,5092,4.4,7.5
The Unremarkable Juanquini,20,15,15,Go and Watch,Positive,1,1109,5.3,6
Things Heard & Seen,47,20,33,Go and Watch,Positive,1,2283,8.1,8.1
Yasuke,10,10,80,You Decide,Neutral,2,10071,7.1,8
Get the Grift,47,27,27,Go and Watch,Positive,1,1350,7,8.5
Headspace Guide to Sleep,7,15,3,Go and Watch,Positive,1,24246,8.1,8.9
Sexify,33,7,60,Do not Watch,Negative,0,4057,7,7
August: Osage County,40,17,43,You Decide,Neutral,2,2381,7.3,7.2
Battle: Los Angeles,23,57,20,Do not Watch,Negative,0,4747,6.8,7.8
Between Worlds,40,27,33,Go and Watch,Positive,1,1160,6.6,7.2
Fatma,20,3,97,You Decide,Neutral,2,212610,8.4,7.5
One,53,27,20,Go and Watch,Positive,1,2188,6.4,7.6
Ram Prasad Ki Tehrvi,20,15,15,Go and Watch,Positive,1,20660,6.6,5.8
Shadow and Bone - The Afterparty,20,15,15,Go and Watch,Positive,1,1223,6.6,5.4
Among Family,47,23,30,Go and Watch,Positive,1,1476,7,5.5
Dedemin Fisi,20,15,3,You Decide,Neutral,2,1148,6,5.7
Deliha,13,15,87,You Decide,Neutral,2,4600,6.5,5.1
Düğün Dernek,7,15,93,You Decide,Neutral,2,2568,5.1,6.6
Dügün Dernek 2: Sünnet,20,15,15,Go and Watch,Positive,1,1124,7,6.5
G.O.R.A,7,15,93,You Decide,Neutral,2,1092,8,6.2
Hayat Öpücügü,7,15,93,You Decide,Neutral,2,1047,7.9,7.4
Heroes: Silence and Rock & Roll,20,15,15,Go and Watch,Positive,1,2554,9.2,7.3
Kara Bela,13,15,87,You Decide,Neutral,2,50809,7.2,7
Kocan Kadar Konus,7,15,7,Go and Watch,Positive,1,12848,8.9,6
Kocan Kadar Konus 2: Dirilis,20,15,15,Go and Watch,Positive,1,1001,8.8,7.6
Legal Hash,60,3,37,Go and Watch,Positive,1,4309,6.9,7.4
Let's Fight Ghost,17,77,7,Do not Watch,Negative,0,75227,7.1,6.6
My Travel Buddy,60,10,30,Go and Watch,Positive,1,1497,7,6.1
Niyazi Gül Dörtnala,20,15,15,Go and Watch,Positive,1,1505,7.7,8.3
One Like It,47,37,17,Go and Watch,Positive,1,4449,8,7.3
Perfume Imaginary Museum “Time Warp”,7,15,3,Go and Watch,Positive,1,1313,7.4,5.3
Shadow and Bone,27,13,60,You Decide,Neutral,2,1823,8,7.7
This Lady Called Life,43,37,20,Go and Watch,Positive,1,1838,7.9,6.9
Vizontele,7,15,93,You Decide,Neutral,2,1032,8.2,6.4
HOMUNCULUS,17,20,63,You Decide,Neutral,2,1505,8,6.2
Life in Color with David Attenborough,20,15,15,Go and Watch,Positive,1,4113,8.1,5.5
Searching For Sheela,20,15,3,You Decide,Neutral,2,106383,7.1,6.9
Stowaway,40,17,43,You Decide,Neutral,2,1170,7.8,6.8
Wild Dog,43,17,40,Go and Watch,Positive,1,1338,8,6.5
Oloibiri,7,3,37,Go and Watch,Positive,1,1166,7.3,5.4
Tell Me When,57,30,13,Go and Watch,Positive,1,6082,8.2,6.4
Zero,20,17,63,You Decide,Neutral,2,1184,7,7.6
Izzy's Koala World,20,15,15,Go and Watch,Positive,1,3184,7.2,7.8
Keymon and Nani in Space Adventure,20,15,15,Go and Watch,Positive,1,14473,8.2,6.6
Motu Patlu Dino Invasion,20,15,15,Go and Watch,Positive,1,1904,7.7,7.2
Motu Patlu in Octupus World,20,15,15,Go and Watch,Positive,1,1797,6.8,6.9
Motu Patlu VS Robo Kids,20,15,15,Go and Watch,Positive,1,9173,8.5,6.2
Rudra: Secret of the Black Moon,20,15,15,Go and Watch,Positive,1,64366,7.9,6.2
Rudra: The Rise of King Pharaoh,20,15,15,Go and Watch,Positive,1,1233,6.2,7.8
Free to Play,70,7,23,Go and Watch,Positive,1,1307,7.1,7.5
Luis Miguel - The Series,17,15,37,You Decide,Neutral,2,1356,7.3,8.1
Miss Sloane,43,57,15,Do not Watch,Negative,0,1001,7.3,6.4
PJ Masks,47,20,33,Go and Watch,Positive,1,24449,8.3,8.3
American Me,47,30,23,Go and Watch,Positive,1,39980,8.5,7.7
Delhi Belly,47,13,40,Go and Watch,Positive,1,1176,7,6.6
Dhobi Ghat (Mumbai Diaries),20,15,15,Go and Watch,Positive,1,4690,6.8,7.3
Jaane Tu... Ya Jaane Na,23,20,57,You Decide,Neutral,2,2440,7,7.9
Lagaan,23,7,70,You Decide,Neutral,2,4035,8.5,6.3
Madness in the Desert,7,17,7,Go and Watch,Positive,1,3305,7.6,7.5
Peepli Live,13,17,33,You Decide,Neutral,2,1651,8.1,7.3
Taare Zameen Par,20,7,73,You Decide,Neutral,2,75469,7.3,8
Ajeeb Daastaans,13,3,20,Do not Watch,Negative,0,153934,8.1,4.1
Arlo the Alligator Boy,17,15,10,Go and Watch,Positive,1,7320,8.2,7.4
Bakugan: Geogan Rising,20,3,10,Do not Watch,Negative,0,1617,7.1,6.9
Barbie & Chelsea: The Lost Birthday,3,15,15,Go and Watch,Positive,1,1911,6.1,6.3
Crimson Peak,23,27,50,You Decide,Neutral,2,2251,6.5,7.6
Dad Stop Embarrassing Me - The Afterparty,20,15,15,Go and Watch,Positive,1,4914,6.3,8.2
Doctor Bello,10,27,63,You Decide,Neutral,2,6081,7.9,7.8
Four Sisters Before the Wedding,30,20,37,You Decide,Neutral,2,1149,6.8,7.2
Into the Beat,40,33,27,Go and Watch,Positive,1,2309,7.4,7.6
Love Naggers,23,10,15,Go and Watch,Positive,1,1137,7.6,6.4
Rush,53,27,20,Go and Watch,Positive,1,3314,7.2,6.9
Synchronic,43,10,47,You Decide,Neutral,2,2172,8,6.9
The Zookeeper's Wife,3,7,50,Do not Watch,Negative,0,1696,7.3,4.6
Time Trap,23,67,10,Do not Watch,Negative,0,12997,6.7,6.5
Tuesdays & Fridays,53,10,37,Go and Watch,Positive,1,4067,7.7,7.3
Dancing Angels,47,20,33,Go and Watch,Positive,1,1044,7.7,8.2
Dark City Beneath the Beat,20,15,15,Go and Watch,Positive,1,1897,3.9,5.7
Durarara!!,30,23,47,You Decide,Neutral,2,37617,7.5,5.1
GANTZ:O,7,10,83,You Decide,Neutral,2,1129,7.8,6.9
Garth Brooks: The Road I’m On,20,15,3,You Decide,Neutral,2,1261,8.2,6.8
Gilmore Girls,23,17,60,You Decide,Neutral,2,3925,8.2,5.4
High-Rise Invasion,20,10,70,You Decide,Neutral,2,2633,8.5,7.3
Next in Fashion,53,23,23,Go and Watch,Positive,1,12173,7.3,5.2
Only Mine,53,13,33,Go and Watch,Positive,1,4826,8.6,8
Peasants Rebellion,7,23,3,Go and Watch,Positive,1,1160,7.8,8.5
Power Players,40,23,37,Go and Watch,Positive,1,2527,7.9,7.4
Ricky Zoom,17,7,33,Do not Watch,Negative,0,1740,5.8,6.9
Ride or Die,20,73,7,Do not Watch,Negative,0,2401,7,7.2
Sonic X,40,23,37,Go and Watch,Positive,1,4136,6.3,5.7
The Master,57,23,20,Go and Watch,Positive,1,1009,8.6,6.1
Time Is Illmatic,57,17,27,Go and Watch,Positive,1,1843,6.2,6.6
Wave of Cinema: One Day We'll Talk About Today,20,15,15,Go and Watch,Positive,1,2336,6.4,6.5
Zoot Suit,40,33,27,Go and Watch,Positive,1,3174,5.9,8.4
Ajaibnya Cinta,20,15,13,You Decide,Neutral,2,6718,8.2,8.6
Dad Stop Embarrassing Me!,20,73,3,Do not Watch,Negative,0,1466,7.5,6.8
Fate: The Winx Saga,23,23,53,You Decide,Neutral,2,2075,6.6,8.7
House of Cards,23,40,37,Do not Watch,Negative,0,1625,6.5,6.9
Indian Matchmaking,23,20,57,You Decide,Neutral,2,3201,6.8,6.9
Jeffrey Epstein: Filthy Rich,37,3,3,Go and Watch,Positive,1,11750,7.2,6.3
Law School,30,30,40,You Decide,Neutral,2,1704,7,6.6
Living with Yourself,53,33,13,Go and Watch,Positive,1,1251,8.3,5.8
Signal,7,20,73,You Decide,Neutral,2,1142,7,6.9
Slasher,40,30,30,Go and Watch,Positive,1,37124,7.2,7.5
The Soul,30,20,50,You Decide,Neutral,2,1921,6.9,6.6
The Underclass,43,33,23,Go and Watch,Positive,1,1204,8.4,7
Unnatural Selection,30,13,57,You Decide,Neutral,2,3625,2.2,6.6
Uppena,17,3,80,You Decide,Neutral,2,2673,8.9,7.8
Why Did You Kill Me?,10,83,7,Do not Watch,Negative,0,3594,7.3,8.6
Motu Patlu in Hong Kong: Kung Fu Kings 3,20,15,15,Go and Watch,Positive,1,2412,7.6,7.8
Motu Patlu in the City of Gold,20,15,15,Go and Watch,Positive,1,1110,8.6,6.9
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,20,15,15,Go and Watch,Positive,1,3014,6.8,7.2
Motu Patlu the Superheroes – Super Villains from Mars,20,15,15,Go and Watch,Positive,1,2077,6.8,7.3
My Love: Six Stories of True Love,20,15,15,Go and Watch,Positive,1,1010,7.4,5.8
Shiva VS Autobots,20,15,15,Go and Watch,Positive,1,1340,2.7,6.2
Shiva: Journey to Plunotaria,20,15,15,Go and Watch,Positive,1,1732,6.7,6.6
Shiva: The Secret World Of Vedas City,20,15,15,Go and Watch,Positive,1,3596,7.9,5.8
The Baker and the Beauty,63,17,7,You Decide,Neutral,2,3752,6.6,7.7
New Gods: Nezha Reborn,13,3,20,Do not Watch,Negative,0,1046,5.9,6.2
"Nicky, Ricky, Dicky & Dawn",23,3,73,You Decide,Neutral,2,5688,6.6,8.6
Don't be the First one,47,33,20,Go and Watch,Positive,1,1456,7.2,6.6
The Stand-In,37,27,37,Go and Watch,Positive,1,16670,8.3,6.4
Heaven Official's Blessing,87,13,15,Go and Watch,Positive,1,1643,7.4,6.2
Night in Paradise,60,23,17,Go and Watch,Positive,1,1067,6.2,7.5
Ojukokoro: Greed,3,7,15,Do not Watch,Negative,0,3220,8.1,7.1
Roohi,10,7,83,You Decide,Neutral,2,4959,7.5,7.4
Thunder Force,30,33,37,You Decide,Neutral,2,1254,7.5,6.7
Two Distant Strangers,27,17,57,You Decide,Neutral,2,1668,7.9,7.8
Story of Kale: When Someone's in Love,20,15,3,You Decide,Neutral,2,1165,7.4,8.1
The Way of the Househusband,30,7,63,Do not Watch,Negative,0,1106,7.5,6.8
Dolly Parton: A MusiCares Tribute,20,15,3,You Decide,Neutral,2,303911,8.1,7.7
The Big Day,77,10,13,Go and Watch,Positive,1,3495,6.6,6.4
The Wedding Coach,50,17,33,Go and Watch,Positive,1,17518,8.5,7.7
This Is a Robbery: The World's Biggest Art Heist,20,7,3,Do not Watch,Negative,0,1017,7.9,6.9
The Last Kids on Earth: Happy Apocalypse to You,20,15,15,Go and Watch,Positive,1,33123,7.4,6.7
Coded Bias,30,63,7,You Decide,Neutral,2,1730,5.8,8
Mandela,13,30,57,You Decide,Neutral,2,10133,8.4,6.6
The Fisherman's Diary,3,15,15,Go and Watch,Positive,1,5843,7,6
What Lies Below,27,63,10,Do not Watch,Negative,0,1077,5.7,7
Escape from Planet Earth,50,13,3,Go and Watch,Positive,1,1761,3.4,5.4
Accepted,73,23,3,Go and Watch,Positive,1,1863,8.3,7.7
Air Strike,27,63,10,Do not Watch,Negative,0,5855,8.2,6.3
An American Girl: McKenna Shoots for the Stars,20,15,15,Go and Watch,Positive,1,8170,7.8,8
Concrete Cowboy,37,10,53,You Decide,Neutral,2,1249,8,7.8
Cross: Rise of the Villains,20,15,15,Go and Watch,Positive,1,11411,8.5,7.7
God Calling,50,33,17,Go and Watch,Positive,1,1489,3.7,7.4
Irul,3,10,87,You Decide,Neutral,2,374507,9.4,7.4
Just Say Yes,77,10,13,Go and Watch,Positive,1,1766,5.4,6.7
Madame Claude,10,15,90,You Decide,Neutral,2,3067,6.5,6
Wild Child,23,27,50,You Decide,Neutral,2,33324,8.2,7.2
Woody Woodpecker,33,20,47,You Decide,Neutral,2,50473,8.5,6
2012,17,10,73,You Decide,Neutral,2,2255,6.8,8.4
3 Idiots,40,20,40,Go and Watch,Positive,1,1780,7.5,6.1
Ferrari Ki Sawaari,20,15,3,You Decide,Neutral,2,1159,5.8,8.1
Glimpses of a Future,53,27,20,Go and Watch,Positive,1,2079,6.6,7.5
Ibrahim a Fate to Define,20,15,3,You Decide,Neutral,2,2237,6.4,7
Insidious,30,33,37,You Decide,Neutral,2,1938,7.5,7.3
Into the Grizzly Maze,20,15,67,You Decide,Neutral,2,2592,7.5,7.8
Kingsglaive: Final Fantasy XV,7,7,87,You Decide,Neutral,2,3279,7.1,6.8
Legally Blonde,77,13,10,Go and Watch,Positive,1,3548,9.1,7.2
Madam Chief Minister,40,17,20,Go and Watch,Positive,1,1202,7,6.6
Magical Andes,10,15,10,Go and Watch,Positive,1,1237,7.2,5.3
Maximum Risk,33,47,20,Do not Watch,Negative,0,1348,8.6,7.4
Murder Maps,10,70,20,Do not Watch,Negative,0,1839,7.5,7.6
My Fair Lady,73,23,3,Go and Watch,Positive,1,1603,9.1,7.2
Prank Encounters,27,43,30,Do not Watch,Negative,0,2068,8.9,7.7
S.W.A.T.: Under Siege,20,3,15,Do not Watch,Negative,0,1314,7.1,7.4
Secrets of Great British Castles,20,15,3,You Decide,Neutral,2,3089,6,7
Seven Souls in the Skull Castle: Season Bird,20,15,15,Go and Watch,Positive,1,128638,8.8,5.9
Seven Souls in the Skull Castle: Season Flower,20,15,15,Go and Watch,Positive,1,5383,8,6.2
Seven Souls in the Skull Castle: Season Wind,20,15,15,Go and Watch,Positive,1,1827,7.7,6.3
Sniper: Ghost Shooter,7,3,3,Go and Watch,Positive,1,3594,9.2,6.7
Starship Troopers: Traitor of Mars,10,3,3,Do not Watch,Negative,0,4713,7.7,6.5
Takers,27,33,40,You Decide,Neutral,2,2833,7.3,6.4
Tersanjung the Movie,20,15,3,You Decide,Neutral,2,9252,8.1,6.3
The Knight and the Princess,50,33,17,Go and Watch,Positive,1,8969,7.9,6.8
The Pianist,50,20,30,Go and Watch,Positive,1,2600,6.3,6.2
The Stepfather,43,20,37,Go and Watch,Positive,1,1607,5.7,5.6
Universal Soldier: The Return,3,7,10,Do not Watch,Negative,0,1927,8.4,6.4
Wazir,10,3,87,You Decide,Neutral,2,2644,6,5
White Boy,30,17,53,You Decide,Neutral,2,1698,8.1,6.7
Worn Stories,37,43,20,Do not Watch,Negative,0,1492,5.7,6.2
Yes Man,87,7,7,Go and Watch,Positive,1,1363,8.2,5.8
At Eternity's Gate,27,13,60,You Decide,Neutral,2,64441,8.8,6.8
Haunted: Latin America,3,10,15,Go and Watch,Positive,1,1943,6.8,7.1
Not a Game,43,50,7,You Decide,Neutral,2,2460,5.7,7.3
Robocar Poli,7,3,73,You Decide,Neutral,2,1955,7.8,6
Yu-Gi-Oh!,30,23,47,You Decide,Neutral,2,27135,7.5,7
7 Yards: The Chris Norton Story,20,15,15,Go and Watch,Positive,1,2135,7.3,8.3
Octonauts & the Ring of Fire,20,15,15,Go and Watch,Positive,1,2558,7.8,6.8
Rainbow High,50,23,27,Go and Watch,Positive,1,1298,6.8,6.9
Mandela: Long Walk to Freedom,63,17,20,Go and Watch,Positive,1,1329,7.8,5.7
Lawless,20,50,30,Do not Watch,Negative,0,1821,8.2,6.7
Marked,43,20,37,Go and Watch,Positive,1,3138,6.7,7.6
A Week Away,47,20,33,Go and Watch,Positive,1,6063,7.3,5.8
Bad Trip,33,57,10,Do not Watch,Negative,0,13136,8.6,6
Big Time Rush,17,10,73,You Decide,Neutral,2,1905,7.9,5.9
Black Is Beltza,7,15,77,You Decide,Neutral,2,3869,6.5,7.4
Croupier,33,17,50,You Decide,Neutral,2,80748,8,4.5
Elizabeth and Margaret: Love and Loyalty,20,15,15,Go and Watch,Positive,1,1995,7.1,7.4
Keeping the Bees,47,13,40,Go and Watch,Positive,1,1462,7.3,2.6
Magic for Humans Spain,20,15,15,Go and Watch,Positive,1,1030,5.6,7.5
Ni de coña,3,47,50,You Decide,Neutral,2,30698,7.4,8.6
Pagglait,3,15,20,Go and Watch,Positive,1,3918,7.1,6.8
The Irregulars,47,23,30,Go and Watch,Positive,1,1345,8,9.1
Caught by a Wave,23,23,27,You Decide,Neutral,2,5494,7.6,6.1
DOTA: Dragon's Blood,17,13,70,You Decide,Neutral,2,1368,8.1,7.8
Pui Pui Molcar,10,10,80,You Decide,Neutral,2,1959,5.8,5
Secret Magic Control Agency,7,15,10,Go and Watch,Positive,1,1644,8.7,6.2
Seaspiracy,37,20,43,You Decide,Neutral,2,1180,7.2,7.6
Loyiso Gola: Unlearning,20,15,15,Go and Watch,Positive,1,2320,8.7,7.4
Men on a Mission,30,33,37,You Decide,Neutral,2,13591,7.6,7.7
Navillera,20,17,63,You Decide,Neutral,2,83230,8.1,7.6
Philomena,67,10,23,Go and Watch,Positive,1,2739,6.5,7.4
Any Crybabies Around?,20,15,15,Go and Watch,Positive,1,1443,6.6,2.3
Hospital,17,23,60,You Decide,Neutral,2,1673,6.7,5.9
Jiu Jitsu,10,17,73,You Decide,Neutral,2,17585,8.3,7.2
Mighty Morphin Power Rangers,33,3,63,You Decide,Neutral,2,1521,7.3,6
Alien TV,43,27,30,Go and Watch,Positive,1,1541,8.6,6.9
Country Comfort,77,23,15,Go and Watch,Positive,1,6132,6.6,6.6
Formula 1: Drive to Survive,27,7,67,Do not Watch,Negative,0,9887,6.9,6.6
Reframe THEATER EXPERIENCE with you,20,15,7,You Decide,Neutral,2,5706,7.3,6.8
The Yin Yang Master,40,7,37,Do not Watch,Negative,0,5631,7,5.7
Who's the Boss,30,43,27,Do not Watch,Negative,0,3498,8.5,6.1
B: The Beginning,33,20,47,You Decide,Neutral,2,3065,6.7,6.1
Deadly Illusions,10,13,10,Do not Watch,Negative,0,11886,7.4,6.2
Get the Goat,40,37,23,Go and Watch,Positive,1,20319,7.3,5.3
Nate Bargatze: The Greatest Average American,20,15,15,Go and Watch,Positive,1,1267,7.5,8.1
Skylines,43,13,43,Go and Watch,Positive,1,5756,7.9,7.6
The Fluffy Movie,77,10,13,Go and Watch,Positive,1,2029,8.3,7.1
The Present,33,30,37,You Decide,Neutral,2,2472,6.3,6.9
Wave of Cinema: 90's Generation,20,15,15,Go and Watch,Positive,1,2056,7.8,6.3
Catch.er,20,13,23,You Decide,Neutral,2,1531,8.1,7.4
Operation Varsity Blues: The College Admissions Scandal,3,10,3,Go and Watch,Positive,1,1472,7.7,7
Under Suspicion: Uncovering the Wesphael Case,20,15,15,Go and Watch,Positive,1,117024,8,7.8
Get on Up,50,20,30,Go and Watch,Positive,1,1619,6.5,6.9
RebellComedy: Straight Outta the Zoo,20,15,15,Go and Watch,Positive,1,12285,6.6,5.6
Savages,3,90,7,Do not Watch,Negative,0,1258,6.8,7
Waffles + Mochi,43,17,40,Go and Watch,Positive,1,88887,8.9,8.2
Abla Fahita: Drama Queen,20,15,15,Go and Watch,Positive,1,3584,7.3,7.8
C/O Kaadhal,20,15,15,Go and Watch,Positive,1,112707,8.7,7.2
The BFG,37,27,37,Go and Watch,Positive,1,5426,8.5,8.7
The Last Blockbuster,87,10,3,Go and Watch,Positive,1,6586,8.1,7.3
The Lost Pirate Kingdom,10,23,3,You Decide,Neutral,2,2044,6.3,6.8
Zero Chill,23,20,57,You Decide,Neutral,2,1417,6.2,8
Audrey,30,7,63,Do not Watch,Negative,0,2811,8.5,7.1
Çarsi Pazar,17,15,83,You Decide,Neutral,2,4849,6,6.6
Just In Time,33,33,33,Go and Watch,Positive,1,7164,6.7,7.3
Love Alarm,73,20,7,Go and Watch,Positive,1,1316,7.1,6.4
Mucize,3,15,97,You Decide,Neutral,2,4712,6.6,6.3
Paper Lives,47,33,20,Go and Watch,Positive,1,1253,7.1,7.4
Paradise PD,90,7,3,Go and Watch,Positive,1,1385,6.6,6.2
Quiet,20,27,53,You Decide,Neutral,2,1626,8.2,6.3
Romantik Komedi,3,15,97,You Decide,Neutral,2,8356,7,8.1
Romantik Komedi 2: Bekarlığa Veda,20,15,3,You Decide,Neutral,2,2333,4.7,7.8
The One,37,33,30,Go and Watch,Positive,1,1447,7.7,7
YES DAY,77,13,10,Go and Watch,Positive,1,1965,8.9,7.1
You're Everything To Me,63,23,13,Go and Watch,Positive,1,1023,8,7.1
Coven of Sisters,20,7,17,Do not Watch,Negative,0,1557,7.7,7
Generasi 90an: Melankolia,20,15,15,Go and Watch,Positive,1,2979,7.5,6
The Block Island Sound,10,10,13,You Decide,Neutral,2,3147,8.2,7.1
Dealer,23,13,63,You Decide,Neutral,2,1043,8.5,7
Last Chance U: Basketball,67,27,7,You Decide,Neutral,2,37994,8.2,8.1
Marriage or Mortgage,33,30,37,You Decide,Neutral,2,1370,7.2,5.4
The Houseboat,43,27,30,Go and Watch,Positive,1,2685,7.8,7.7
Bombay Begums,3,3,15,Go and Watch,Positive,1,1965,8.6,8.1
Bombay Rose,3,3,23,Go and Watch,Positive,1,1297,7.2,6.6
My Way,47,37,17,Go and Watch,Positive,1,4386,8,5.9
Aelay,23,3,73,You Decide,Neutral,2,1880,7.1,7.3
City of Ghosts,47,20,33,Go and Watch,Positive,1,2796,6.2,7.5
Dogwashers,3,15,3,Go and Watch,Positive,1,1981,7.9,7.2
Fate of Alakada,3,10,7,You Decide,Neutral,2,2440,4.6,7.6
Nevenka: Breaking the Silence,20,15,15,Go and Watch,Positive,1,1229,8.2,5.3
Pokémon Journeys: The Series,50,13,37,Go and Watch,Positive,1,4479,8.6,6.6
Sentinelle,17,15,83,You Decide,Neutral,2,5590,7.3,8.4
Mariposa,3,10,87,You Decide,Neutral,2,2573,7.7,8.6
Pacific Rim: The Black,23,13,63,You Decide,Neutral,2,1832,6.4,5.1
Parker,30,17,53,You Decide,Neutral,2,3103,8.5,4.7
Safe Haven,57,20,23,Go and Watch,Positive,1,8726,8.6,6.3
Moxie,30,23,47,You Decide,Neutral,2,1187,7.5,7.1
Murder Among the Mormons,10,37,3,Do not Watch,Negative,0,1223,8.5,7.3
Black or White,43,27,30,Go and Watch,Positive,1,4196,7.7,6.2
Indoo Ki Jawani,3,15,3,Go and Watch,Positive,1,2568,6.1,7.1
Word Party,67,20,13,Go and Watch,Positive,1,1133,7.1,5.9
A Perfect Day For Arsenide,20,15,15,Go and Watch,Positive,1,1466,7.6,6.1
Banyuki,3,15,13,Go and Watch,Positive,1,1686,8.1,6.8
Biggie: I Got a Story to Tell,20,13,33,You Decide,Neutral,2,1963,7.1,8.3
Blanche Gardin: The All-Nighter,20,15,15,Go and Watch,Positive,1,1318,7.5,6.4
Connected,33,27,40,You Decide,Neutral,2,3834,6.6,6.3
Dances with Wolves,40,13,47,You Decide,Neutral,2,5624,6.6,8
How to Be Really Bad,37,50,13,Do not Watch,Negative,0,1739,6.6,8.2
LEGO Marvel Spider-Man: Vexed by Venom,20,15,15,Go and Watch,Positive,1,2483,8.1,5.1
